userID,emotionType,emojiSentence,imageName,songID,publicPost,postLat,postLon,timeServer,timePost,day,month,hour,min
10001000,5,N1F640,sample.png,null,1,53.37342521,-6.24272042,2014-06-19 18:46.30,2014-06-19 18:46.30,19,06,18,46
20002000,6,N1F650,sample.png,null,0,53.38932325,-6.21994257,2014-12-27 02:12.30,2014-12-27 02:12.30,27,12,02,12
10001000,1,N1F600,sample.png,null,0,53.3406353,-6.29474544,2014-01-11 18:58.30,2014-01-11 18:58.30,11,01,18,58
20002000,2,N1F610,sample.png,null,1,53.3574997,-6.21962332,2014-09-27 06:52.30,2014-09-27 06:52.30,27,09,06,52
10001000,3,N1F620,sample.png,null,0,53.33457504,-6.17551005,2014-08-05 07:25.30,2014-08-05 07:25.30,05,08,07,25
20002000,4,N1F630,sample.png,null,1,53.3780976,-6.29486207,2014-02-20 10:24.30,2014-02-20 10:24.30,20,02,10,24
10001000,5,N1F640,sample.png,null,1,53.33702662,-6.27461592,2014-05-04 14:20.30,2014-05-04 14:20.30,04,05,14,20
20002000,6,N1F650,sample.png,null,0,53.36284453,-6.22957882,2014-12-08 12:28.30,2014-12-08 12:28.30,08,12,12,28
10001000,1,N1F600,sample.png,null,0,53.3358825,-6.2884352,2014-07-21 01:49.30,2014-07-21 01:49.30,21,07,01,49
20002000,2,N1F610,sample.png,null,1,53.33189736,-6.17671753,2014-04-12 01:12.30,2014-04-12 01:12.30,12,04,01,12
10001000,3,N1F620,sample.png,null,0,53.31987166,-6.2066635,2014-04-15 10:43.30,2014-04-15 10:43.30,15,04,10,43
20002000,4,N1F630,sample.png,null,1,53.31128518,-6.21695736,2014-05-20 17:01.30,2014-05-20 17:01.30,20,05,17,01
10001000,5,N1F640,sample.png,null,1,53.3068905,-6.2819491,2014-06-18 14:38.30,2014-06-18 14:38.30,18,06,14,38
20002000,6,N1F650,sample.png,null,0,53.30722214,-6.27831137,2014-07-25 15:52.30,2014-07-25 15:52.30,25,07,15,52
10001000,1,N1F600,sample.png,null,0,53.34835327,-6.24017668,2014-02-22 17:36.30,2014-02-22 17:36.30,22,02,17,36
20002000,2,N1F610,sample.png,null,1,53.37944306,-6.24016742,2014-12-13 05:46.30,2014-12-13 05:46.30,13,12,05,46
10001000,3,N1F620,sample.png,null,0,53.36843236,-6.24954084,2014-07-04 21:20.30,2014-07-04 21:20.30,04,07,21,20
20002000,4,N1F630,sample.png,null,1,53.30169898,-6.28706504,2014-01-22 23:47.30,2014-01-22 23:47.30,22,01,23,47
10001000,5,N1F640,sample.png,null,1,53.33521884,-6.17475804,2014-11-20 14:29.30,2014-11-20 14:29.30,20,11,14,29
20002000,6,N1F650,sample.png,null,0,53.34644367,-6.33653588,2014-08-04 14:58.30,2014-08-04 14:58.30,04,08,14,58
10001000,1,N1F600,sample.png,null,0,53.34242896,-6.17414076,2014-12-22 07:23.30,2014-12-22 07:23.30,22,12,07,23
20002000,2,N1F610,sample.png,null,1,53.39210918,-6.21296157,2014-07-28 13:56.30,2014-07-28 13:56.30,28,07,13,56
10001000,3,N1F620,sample.png,null,0,53.37814634,-6.2297997,2014-07-11 09:44.30,2014-07-11 09:44.30,11,07,09,44
20002000,4,N1F630,sample.png,null,1,53.3119413,-6.32120261,2014-08-15 10:53.30,2014-08-15 10:53.30,15,08,10,53
10001000,5,N1F640,sample.png,null,1,53.36117027,-6.29266442,2014-12-23 03:26.30,2014-12-23 03:26.30,23,12,03,26
20002000,6,N1F650,sample.png,null,0,53.33541886,-6.3006523,2014-08-14 06:19.30,2014-08-14 06:19.30,14,08,06,19
10001000,1,N1F600,sample.png,null,0,53.32428869,-6.21211782,2014-05-18 16:37.30,2014-05-18 16:37.30,18,05,16,37
20002000,2,N1F610,sample.png,null,1,53.34841173,-6.29361792,2014-05-18 06:59.30,2014-05-18 06:59.30,18,05,06,59
10001000,3,N1F620,sample.png,null,0,53.39806216,-6.25456146,2014-11-07 15:23.30,2014-11-07 15:23.30,07,11,15,23
20002000,4,N1F630,sample.png,null,1,53.33170487,-6.29673208,2014-08-16 14:47.30,2014-08-16 14:47.30,16,08,14,47
10001000,5,N1F640,sample.png,null,1,53.36629339,-6.33068543,2014-06-14 02:06.30,2014-06-14 02:06.30,14,06,02,06
20002000,6,N1F650,sample.png,null,0,53.34405151,-6.24763505,2014-07-19 09:48.30,2014-07-19 09:48.30,19,07,09,48
10001000,1,N1F600,sample.png,null,0,53.31866849,-6.3138464,2014-11-06 07:33.30,2014-11-06 07:33.30,06,11,07,33
20002000,2,N1F610,sample.png,null,1,53.35622233,-6.22955198,2014-11-06 20:30.30,2014-11-06 20:30.30,06,11,20,30
10001000,3,N1F620,sample.png,null,0,53.37916973,-6.20931413,2014-07-11 07:56.30,2014-07-11 07:56.30,11,07,07,56
20002000,4,N1F630,sample.png,null,1,53.34365828,-6.27577695,2014-01-01 23:38.30,2014-01-01 23:38.30,01,01,23,38
10001000,5,N1F640,sample.png,null,1,53.37375603,-6.19704997,2014-08-24 12:46.30,2014-08-24 12:46.30,24,08,12,46
20002000,6,N1F650,sample.png,null,0,53.36568515,-6.18274126,2014-06-17 07:59.30,2014-06-17 07:59.30,17,06,07,59
10001000,1,N1F600,sample.png,null,0,53.35307598,-6.33576293,2014-01-06 06:54.30,2014-01-06 06:54.30,06,01,06,54
20002000,2,N1F610,sample.png,null,1,53.33804994,-6.28631705,2014-04-22 09:56.30,2014-04-22 09:56.30,22,04,09,56
10001000,3,N1F620,sample.png,null,0,53.31200605,-6.25478618,2014-10-09 02:05.30,2014-10-09 02:05.30,09,10,02,05
20002000,4,N1F630,sample.png,null,1,53.35167948,-6.22134936,2014-06-04 18:29.30,2014-06-04 18:29.30,04,06,18,29
10001000,5,N1F640,sample.png,null,1,53.38211625,-6.29798805,2014-01-07 01:15.30,2014-01-07 01:15.30,07,01,01,15
20002000,6,N1F650,sample.png,null,0,53.38957359,-6.29420744,2014-07-16 00:10.30,2014-07-16 00:10.30,16,07,00,10
10001000,1,N1F600,sample.png,null,0,53.38581624,-6.22977279,2014-06-25 10:08.30,2014-06-25 10:08.30,25,06,10,08
20002000,2,N1F610,sample.png,null,1,53.37024568,-6.19579722,2014-10-15 23:44.30,2014-10-15 23:44.30,15,10,23,44
10001000,3,N1F620,sample.png,null,0,53.32170099,-6.3076222,2014-07-23 15:04.30,2014-07-23 15:04.30,23,07,15,04
20002000,4,N1F630,sample.png,null,1,53.33338453,-6.24026739,2014-04-17 14:11.30,2014-04-17 14:11.30,17,04,14,11
10001000,5,N1F640,sample.png,null,1,53.34385941,-6.18719351,2014-11-08 17:32.30,2014-11-08 17:32.30,08,11,17,32
20002000,6,N1F650,sample.png,null,0,53.38506954,-6.24341364,2014-08-06 16:41.30,2014-08-06 16:41.30,06,08,16,41
10001000,1,N1F600,sample.png,null,0,53.38931974,-6.24818612,2014-02-12 11:09.30,2014-02-12 11:09.30,12,02,11,09
20002000,2,N1F610,sample.png,null,1,53.33933918,-6.30616999,2014-02-21 13:20.30,2014-02-21 13:20.30,21,02,13,20
10001000,3,N1F620,sample.png,null,0,53.37513773,-6.31806468,2014-06-12 17:45.30,2014-06-12 17:45.30,12,06,17,45
20002000,4,N1F630,sample.png,null,1,53.36655563,-6.30538318,2014-02-06 16:00.30,2014-02-06 16:00.30,06,02,16,00
10001000,5,N1F640,sample.png,null,1,53.35174686,-6.20540248,2014-07-06 21:25.30,2014-07-06 21:25.30,06,07,21,25
20002000,6,N1F650,sample.png,null,0,53.38274915,-6.32747101,2014-08-16 08:41.30,2014-08-16 08:41.30,16,08,08,41
10001000,1,N1F600,sample.png,null,0,53.34635847,-6.21623688,2014-11-20 03:48.30,2014-11-20 03:48.30,20,11,03,48
20002000,2,N1F610,sample.png,null,1,53.36476813,-6.27987267,2014-09-07 08:12.30,2014-09-07 08:12.30,07,09,08,12
10001000,3,N1F620,sample.png,null,0,53.35762257,-6.20755791,2014-03-10 18:32.30,2014-03-10 18:32.30,10,03,18,32
20002000,4,N1F630,sample.png,null,1,53.33048899,-6.29795041,2014-11-23 06:26.30,2014-11-23 06:26.30,23,11,06,26
10001000,5,N1F640,sample.png,null,1,53.31128888,-6.22079499,2014-07-10 20:13.30,2014-07-10 20:13.30,10,07,20,13
20002000,6,N1F650,sample.png,null,0,53.3501192,-6.28634932,2014-01-20 01:59.30,2014-01-20 01:59.30,20,01,01,59
10001000,1,N1F600,sample.png,null,0,53.39938984,-6.27814816,2014-02-15 14:39.30,2014-02-15 14:39.30,15,02,14,39
20002000,2,N1F610,sample.png,null,1,53.39434112,-6.2429052,2014-10-10 22:52.30,2014-10-10 22:52.30,10,10,22,52
10001000,3,N1F620,sample.png,null,0,53.39639108,-6.25267459,2014-03-05 00:14.30,2014-03-05 00:14.30,05,03,00,14
20002000,4,N1F630,sample.png,null,1,53.31189567,-6.25730135,2014-12-20 19:15.30,2014-12-20 19:15.30,20,12,19,15
10001000,5,N1F640,sample.png,null,1,53.38855281,-6.2895036,2014-01-03 21:09.30,2014-01-03 21:09.30,03,01,21,09
20002000,6,N1F650,sample.png,null,0,53.3715887,-6.34069245,2014-01-17 06:06.30,2014-01-17 06:06.30,17,01,06,06
10001000,1,N1F600,sample.png,null,0,53.34625876,-6.23881159,2014-12-25 11:07.30,2014-12-25 11:07.30,25,12,11,07
20002000,2,N1F610,sample.png,null,1,53.34504625,-6.18183102,2014-01-13 17:55.30,2014-01-13 17:55.30,13,01,17,55
10001000,3,N1F620,sample.png,null,0,53.33631103,-6.2236139,2014-06-19 20:20.30,2014-06-19 20:20.30,19,06,20,20
20002000,4,N1F630,sample.png,null,1,53.3154977,-6.32670524,2014-02-24 12:23.30,2014-02-24 12:23.30,24,02,12,23
10001000,5,N1F640,sample.png,null,1,53.34767379,-6.33470082,2014-03-05 23:40.30,2014-03-05 23:40.30,05,03,23,40
20002000,6,N1F650,sample.png,null,0,53.39880576,-6.23222579,2014-06-20 20:34.30,2014-06-20 20:34.30,20,06,20,34
10001000,1,N1F600,sample.png,null,0,53.34234604,-6.33692834,2014-12-07 13:13.30,2014-12-07 13:13.30,07,12,13,13
20002000,2,N1F610,sample.png,null,1,53.36578789,-6.22358256,2014-03-17 21:04.30,2014-03-17 21:04.30,17,03,21,04
10001000,3,N1F620,sample.png,null,0,53.36153978,-6.26752188,2014-02-12 14:40.30,2014-02-12 14:40.30,12,02,14,40
20002000,4,N1F630,sample.png,null,1,53.34964582,-6.1922093,2014-02-06 16:28.30,2014-02-06 16:28.30,06,02,16,28
10001000,5,N1F640,sample.png,null,1,53.36428378,-6.28818979,2014-02-26 18:21.30,2014-02-26 18:21.30,26,02,18,21
20002000,6,N1F650,sample.png,null,0,53.39196057,-6.25939285,2014-10-19 14:40.30,2014-10-19 14:40.30,19,10,14,40
10001000,1,N1F600,sample.png,null,0,53.39744229,-6.27640923,2014-01-19 01:10.30,2014-01-19 01:10.30,19,01,01,10
20002000,2,N1F610,sample.png,null,1,53.39273832,-6.24379739,2014-06-05 06:52.30,2014-06-05 06:52.30,05,06,06,52
10001000,3,N1F620,sample.png,null,0,53.30713247,-6.28505174,2014-11-12 09:43.30,2014-11-12 09:43.30,12,11,09,43
20002000,4,N1F630,sample.png,null,1,53.38500717,-6.24787691,2014-12-08 22:47.30,2014-12-08 22:47.30,08,12,22,47
10001000,5,N1F640,sample.png,null,1,53.39724152,-6.26630108,2014-10-19 11:21.30,2014-10-19 11:21.30,19,10,11,21
20002000,6,N1F650,sample.png,null,0,53.34036014,-6.3105739,2014-07-26 02:16.30,2014-07-26 02:16.30,26,07,02,16
10001000,1,N1F600,sample.png,null,0,53.39626746,-6.26282973,2014-10-01 14:02.30,2014-10-01 14:02.30,01,10,14,02
20002000,2,N1F610,sample.png,null,1,53.38672502,-6.19662545,2014-10-09 03:49.30,2014-10-09 03:49.30,09,10,03,49
10001000,3,N1F620,sample.png,null,0,53.36283819,-6.18125409,2014-01-16 02:29.30,2014-01-16 02:29.30,16,01,02,29
20002000,4,N1F630,sample.png,null,1,53.34979261,-6.24394217,2014-12-19 21:47.30,2014-12-19 21:47.30,19,12,21,47
10001000,5,N1F640,sample.png,null,1,53.34046192,-6.32883006,2014-06-28 13:02.30,2014-06-28 13:02.30,28,06,13,02
20002000,6,N1F650,sample.png,null,0,53.34587548,-6.24653855,2014-12-24 04:22.30,2014-12-24 04:22.30,24,12,04,22
10001000,1,N1F600,sample.png,null,0,53.39770361,-6.25837291,2014-07-15 03:46.30,2014-07-15 03:46.30,15,07,03,46
20002000,2,N1F610,sample.png,null,1,53.34833772,-6.21949247,2014-08-13 13:01.30,2014-08-13 13:01.30,13,08,13,01
10001000,3,N1F620,sample.png,null,0,53.37170545,-6.22792578,2014-10-12 17:59.30,2014-10-12 17:59.30,12,10,17,59
20002000,4,N1F630,sample.png,null,1,53.33410651,-6.28052952,2014-06-12 20:16.30,2014-06-12 20:16.30,12,06,20,16
10001000,5,N1F640,sample.png,null,1,53.34167123,-6.23002288,2014-11-05 18:09.30,2014-11-05 18:09.30,05,11,18,09
20002000,6,N1F650,sample.png,null,0,53.33688882,-6.25272152,2014-11-20 00:40.30,2014-11-20 00:40.30,20,11,00,40
10001000,1,N1F600,sample.png,null,0,53.3425073,-6.27831242,2014-03-07 04:16.30,2014-03-07 04:16.30,07,03,04,16
20002000,2,N1F610,sample.png,null,1,53.36968305,-6.23687965,2014-02-16 00:26.30,2014-02-16 00:26.30,16,02,00,26
10001000,3,N1F620,sample.png,null,0,53.32197588,-6.24401949,2014-07-01 17:08.30,2014-07-01 17:08.30,01,07,17,08
20002000,4,N1F630,sample.png,null,1,53.34697789,-6.29945268,2014-11-19 15:10.30,2014-11-19 15:10.30,19,11,15,10
10001000,5,N1F640,sample.png,null,1,53.33158082,-6.27922554,2014-07-10 13:24.30,2014-07-10 13:24.30,10,07,13,24
20002000,6,N1F650,sample.png,null,0,53.36434371,-6.27461317,2014-11-27 21:27.30,2014-11-27 21:27.30,27,11,21,27
10001000,1,N1F600,sample.png,null,0,53.36010754,-6.22612255,2014-06-03 21:39.30,2014-06-03 21:39.30,03,06,21,39
20002000,2,N1F610,sample.png,null,1,53.31903261,-6.31095101,2014-10-04 08:01.30,2014-10-04 08:01.30,04,10,08,01
10001000,3,N1F620,sample.png,null,0,53.35059537,-6.21364447,2014-05-14 01:46.30,2014-05-14 01:46.30,14,05,01,46
20002000,4,N1F630,sample.png,null,1,53.31625582,-6.21162475,2014-06-04 13:20.30,2014-06-04 13:20.30,04,06,13,20
10001000,5,N1F640,sample.png,null,1,53.31688889,-6.32552303,2014-07-08 13:22.30,2014-07-08 13:22.30,08,07,13,22
20002000,6,N1F650,sample.png,null,0,53.31558135,-6.2613867,2014-04-01 15:16.30,2014-04-01 15:16.30,01,04,15,16
10001000,1,N1F600,sample.png,null,0,53.35927456,-6.30374114,2014-11-08 20:39.30,2014-11-08 20:39.30,08,11,20,39
20002000,2,N1F610,sample.png,null,1,53.36534333,-6.2289973,2014-08-27 10:14.30,2014-08-27 10:14.30,27,08,10,14
10001000,3,N1F620,sample.png,null,0,53.37191565,-6.27002558,2014-07-20 04:17.30,2014-07-20 04:17.30,20,07,04,17
20002000,4,N1F630,sample.png,null,1,53.35412702,-6.22093348,2014-03-13 10:44.30,2014-03-13 10:44.30,13,03,10,44
10001000,5,N1F640,sample.png,null,1,53.31036641,-6.25399334,2014-09-17 05:26.30,2014-09-17 05:26.30,17,09,05,26
20002000,6,N1F650,sample.png,null,0,53.34693309,-6.17274267,2014-10-09 22:05.30,2014-10-09 22:05.30,09,10,22,05
10001000,1,N1F600,sample.png,null,0,53.32421959,-6.28915617,2014-07-14 18:48.30,2014-07-14 18:48.30,14,07,18,48
20002000,2,N1F610,sample.png,null,1,53.35722449,-6.21411163,2014-11-14 04:31.30,2014-11-14 04:31.30,14,11,04,31
10001000,3,N1F620,sample.png,null,0,53.39594533,-6.30320465,2014-04-21 19:29.30,2014-04-21 19:29.30,21,04,19,29
20002000,4,N1F630,sample.png,null,1,53.35055037,-6.20643328,2014-10-02 00:54.30,2014-10-02 00:54.30,02,10,00,54
10001000,5,N1F640,sample.png,null,1,53.37612501,-6.32552323,2014-11-22 16:07.30,2014-11-22 16:07.30,22,11,16,07
20002000,6,N1F650,sample.png,null,0,53.39103066,-6.2428955,2014-01-15 05:28.30,2014-01-15 05:28.30,15,01,05,28
10001000,1,N1F600,sample.png,null,0,53.30911747,-6.27245046,2014-02-11 20:11.30,2014-02-11 20:11.30,11,02,20,11
20002000,2,N1F610,sample.png,null,1,53.37071483,-6.32730344,2014-11-20 23:44.30,2014-11-20 23:44.30,20,11,23,44
10001000,3,N1F620,sample.png,null,0,53.32761154,-6.3063562,2014-11-19 13:35.30,2014-11-19 13:35.30,19,11,13,35
20002000,4,N1F630,sample.png,null,1,53.38837352,-6.25288258,2014-09-20 04:44.30,2014-09-20 04:44.30,20,09,04,44
10001000,5,N1F640,sample.png,null,1,53.37817722,-6.21735119,2014-09-04 13:42.30,2014-09-04 13:42.30,04,09,13,42
20002000,6,N1F650,sample.png,null,0,53.30222078,-6.2956037,2014-11-01 04:11.30,2014-11-01 04:11.30,01,11,04,11
10001000,1,N1F600,sample.png,null,0,53.34384753,-6.29956627,2014-07-12 01:53.30,2014-07-12 01:53.30,12,07,01,53
20002000,2,N1F610,sample.png,null,1,53.34498632,-6.32603213,2014-07-02 14:11.30,2014-07-02 14:11.30,02,07,14,11
10001000,3,N1F620,sample.png,null,0,53.36243792,-6.18263433,2014-03-11 21:59.30,2014-03-11 21:59.30,11,03,21,59
20002000,4,N1F630,sample.png,null,1,53.33855243,-6.27262704,2014-05-20 22:35.30,2014-05-20 22:35.30,20,05,22,35
10001000,5,N1F640,sample.png,null,1,53.33828817,-6.25120735,2014-12-22 17:10.30,2014-12-22 17:10.30,22,12,17,10
20002000,6,N1F650,sample.png,null,0,53.29838365,-6.24848379,2014-11-12 00:52.30,2014-11-12 00:52.30,12,11,00,52
10001000,1,N1F600,sample.png,null,0,53.35433117,-6.20124621,2014-03-09 14:29.30,2014-03-09 14:29.30,09,03,14,29
20002000,2,N1F610,sample.png,null,1,53.31594471,-6.22098053,2014-08-17 21:31.30,2014-08-17 21:31.30,17,08,21,31
10001000,3,N1F620,sample.png,null,0,53.36954829,-6.17684671,2014-04-01 19:03.30,2014-04-01 19:03.30,01,04,19,03
20002000,4,N1F630,sample.png,null,1,53.34191169,-6.28905788,2014-03-08 03:48.30,2014-03-08 03:48.30,08,03,03,48
10001000,5,N1F640,sample.png,null,1,53.38128087,-6.22764946,2014-04-13 09:43.30,2014-04-13 09:43.30,13,04,09,43
20002000,6,N1F650,sample.png,null,0,53.30371936,-6.26550528,2014-04-24 06:06.30,2014-04-24 06:06.30,24,04,06,06
10001000,1,N1F600,sample.png,null,0,53.35304441,-6.29604284,2014-10-13 14:18.30,2014-10-13 14:18.30,13,10,14,18
20002000,2,N1F610,sample.png,null,1,53.35079505,-6.18672527,2014-02-03 21:32.30,2014-02-03 21:32.30,03,02,21,32
10001000,3,N1F620,sample.png,null,0,53.32733969,-6.23728178,2014-06-27 10:44.30,2014-06-27 10:44.30,27,06,10,44
20002000,4,N1F630,sample.png,null,1,53.33872244,-6.32940607,2014-02-14 08:33.30,2014-02-14 08:33.30,14,02,08,33
10001000,5,N1F640,sample.png,null,1,53.30297359,-6.29476618,2014-09-11 04:46.30,2014-09-11 04:46.30,11,09,04,46
20002000,6,N1F650,sample.png,null,0,53.31334133,-6.23295951,2014-06-24 02:21.30,2014-06-24 02:21.30,24,06,02,21
10001000,1,N1F600,sample.png,null,0,53.37441188,-6.2710287,2014-09-27 19:02.30,2014-09-27 19:02.30,27,09,19,02
20002000,2,N1F610,sample.png,null,1,53.39070053,-6.27977303,2014-09-11 13:56.30,2014-09-11 13:56.30,11,09,13,56
10001000,3,N1F620,sample.png,null,0,53.3189859,-6.32022813,2014-08-03 21:27.30,2014-08-03 21:27.30,03,08,21,27
20002000,4,N1F630,sample.png,null,1,53.3571838,-6.27423696,2014-10-02 09:55.30,2014-10-02 09:55.30,02,10,09,55
10001000,5,N1F640,sample.png,null,1,53.34830551,-6.24914079,2014-11-23 21:50.30,2014-11-23 21:50.30,23,11,21,50
20002000,6,N1F650,sample.png,null,0,53.32829794,-6.31315705,2014-04-26 23:50.30,2014-04-26 23:50.30,26,04,23,50
10001000,1,N1F600,sample.png,null,0,53.30339023,-6.29224398,2014-02-26 02:48.30,2014-02-26 02:48.30,26,02,02,48
20002000,2,N1F610,sample.png,null,1,53.39863906,-6.29837244,2014-02-15 21:56.30,2014-02-15 21:56.30,15,02,21,56
10001000,3,N1F620,sample.png,null,0,53.40302299,-6.2562568,2014-10-02 17:24.30,2014-10-02 17:24.30,02,10,17,24
20002000,4,N1F630,sample.png,null,1,53.32966462,-6.24880282,2014-05-19 17:39.30,2014-05-19 17:39.30,19,05,17,39
10001000,5,N1F640,sample.png,null,1,53.35655237,-6.29667748,2014-05-20 06:51.30,2014-05-20 06:51.30,20,05,06,51
20002000,6,N1F650,sample.png,null,0,53.34885845,-6.33592937,2014-06-06 20:40.30,2014-06-06 20:40.30,06,06,20,40
10001000,1,N1F600,sample.png,null,0,53.3778861,-6.26733206,2014-08-24 04:54.30,2014-08-24 04:54.30,24,08,04,54
20002000,2,N1F610,sample.png,null,1,53.33380251,-6.21926453,2014-02-21 04:44.30,2014-02-21 04:44.30,21,02,04,44
10001000,3,N1F620,sample.png,null,0,53.37908273,-6.20718426,2014-09-06 13:49.30,2014-09-06 13:49.30,06,09,13,49
20002000,4,N1F630,sample.png,null,1,53.35392852,-6.18941603,2014-01-02 14:51.30,2014-01-02 14:51.30,02,01,14,51
10001000,5,N1F640,sample.png,null,1,53.37893066,-6.26943729,2014-03-18 04:22.30,2014-03-18 04:22.30,18,03,04,22
20002000,6,N1F650,sample.png,null,0,53.38203119,-6.29588401,2014-10-02 12:55.30,2014-10-02 12:55.30,02,10,12,55
10001000,1,N1F600,sample.png,null,0,53.30033383,-6.25433815,2014-03-19 07:51.30,2014-03-19 07:51.30,19,03,07,51
20002000,2,N1F610,sample.png,null,1,53.35524948,-6.28051892,2014-11-03 13:04.30,2014-11-03 13:04.30,03,11,13,04
10001000,3,N1F620,sample.png,null,0,53.34628405,-6.26214627,2014-01-19 21:24.30,2014-01-19 21:24.30,19,01,21,24
20002000,4,N1F630,sample.png,null,1,53.32399938,-6.25130161,2014-04-11 16:36.30,2014-04-11 16:36.30,11,04,16,36
10001000,5,N1F640,sample.png,null,1,53.3762243,-6.21515075,2014-10-16 22:40.30,2014-10-16 22:40.30,16,10,22,40
20002000,6,N1F650,sample.png,null,0,53.32936938,-6.26197646,2014-06-18 22:05.30,2014-06-18 22:05.30,18,06,22,05
10001000,1,N1F600,sample.png,null,0,53.37802695,-6.18855174,2014-06-19 06:24.30,2014-06-19 06:24.30,19,06,06,24
20002000,2,N1F610,sample.png,null,1,53.36363795,-6.28455014,2014-12-05 05:30.30,2014-12-05 05:30.30,05,12,05,30
10001000,3,N1F620,sample.png,null,0,53.3044381,-6.21604939,2014-11-17 05:12.30,2014-11-17 05:12.30,17,11,05,12
20002000,4,N1F630,sample.png,null,1,53.32325787,-6.27815519,2014-09-13 11:07.30,2014-09-13 11:07.30,13,09,11,07
10001000,5,N1F640,sample.png,null,1,53.36082557,-6.17880377,2014-04-09 20:31.30,2014-04-09 20:31.30,09,04,20,31
20002000,6,N1F650,sample.png,null,0,53.39487156,-6.29301981,2014-04-21 16:15.30,2014-04-21 16:15.30,21,04,16,15
10001000,1,N1F600,sample.png,null,0,53.35059906,-6.22388759,2014-07-20 06:47.30,2014-07-20 06:47.30,20,07,06,47
20002000,2,N1F610,sample.png,null,1,53.36512928,-6.29488177,2014-09-26 19:24.30,2014-09-26 19:24.30,26,09,19,24
10001000,3,N1F620,sample.png,null,0,53.33110931,-6.23928698,2014-09-10 10:57.30,2014-09-10 10:57.30,10,09,10,57
20002000,4,N1F630,sample.png,null,1,53.31787188,-6.29335486,2014-10-04 03:33.30,2014-10-04 03:33.30,04,10,03,33
10001000,5,N1F640,sample.png,null,1,53.38676881,-6.31554329,2014-07-12 19:26.30,2014-07-12 19:26.30,12,07,19,26
20002000,6,N1F650,sample.png,null,0,53.31983879,-6.31559505,2014-11-17 17:01.30,2014-11-17 17:01.30,17,11,17,01
10001000,1,N1F600,sample.png,null,0,53.36009563,-6.31899448,2014-10-08 11:51.30,2014-10-08 11:51.30,08,10,11,51
20002000,2,N1F610,sample.png,null,1,53.35615328,-6.34481124,2014-11-08 11:15.30,2014-11-08 11:15.30,08,11,11,15
10001000,3,N1F620,sample.png,null,0,53.30380533,-6.28700347,2014-03-05 12:13.30,2014-03-05 12:13.30,05,03,12,13
20002000,4,N1F630,sample.png,null,1,53.3452992,-6.21032602,2014-02-05 10:23.30,2014-02-05 10:23.30,05,02,10,23
10001000,5,N1F640,sample.png,null,1,53.35799488,-6.26252708,2014-04-12 00:05.30,2014-04-12 00:05.30,12,04,00,05
20002000,6,N1F650,sample.png,null,0,53.39678817,-6.28142479,2014-02-18 06:03.30,2014-02-18 06:03.30,18,02,06,03
10001000,1,N1F600,sample.png,null,0,53.3932585,-6.23033685,2014-02-02 13:32.30,2014-02-02 13:32.30,02,02,13,32
20002000,2,N1F610,sample.png,null,1,53.31799123,-6.20331819,2014-07-28 20:54.30,2014-07-28 20:54.30,28,07,20,54
10001000,3,N1F620,sample.png,null,0,53.34216145,-6.30993324,2014-12-05 20:25.30,2014-12-05 20:25.30,05,12,20,25
20002000,4,N1F630,sample.png,null,1,53.34645133,-6.30551564,2014-05-21 05:27.30,2014-05-21 05:27.30,21,05,05,27
10001000,5,N1F640,sample.png,null,1,53.38733879,-6.19699491,2014-02-23 23:50.30,2014-02-23 23:50.30,23,02,23,50
20002000,6,N1F650,sample.png,null,0,53.38576585,-6.27798899,2014-08-12 02:24.30,2014-08-12 02:24.30,12,08,02,24
10001000,1,N1F600,sample.png,null,0,53.37899021,-6.31309045,2014-05-05 16:42.30,2014-05-05 16:42.30,05,05,16,42
20002000,2,N1F610,sample.png,null,1,53.3272595,-6.24741346,2014-08-27 23:24.30,2014-08-27 23:24.30,27,08,23,24
10001000,3,N1F620,sample.png,null,0,53.36401592,-6.25467864,2014-02-09 11:04.30,2014-02-09 11:04.30,09,02,11,04
20002000,4,N1F630,sample.png,null,1,53.36042401,-6.24952336,2014-12-07 14:17.30,2014-12-07 14:17.30,07,12,14,17
10001000,5,N1F640,sample.png,null,1,53.37819794,-6.30930175,2014-12-21 04:55.30,2014-12-21 04:55.30,21,12,04,55
20002000,6,N1F650,sample.png,null,0,53.31884214,-6.22418431,2014-06-25 13:50.30,2014-06-25 13:50.30,25,06,13,50
10001000,1,N1F600,sample.png,null,0,53.3344602,-6.24629043,2014-01-22 10:07.30,2014-01-22 10:07.30,22,01,10,07
20002000,2,N1F610,sample.png,null,1,53.39935342,-6.27075435,2014-06-26 07:09.30,2014-06-26 07:09.30,26,06,07,09
10001000,3,N1F620,sample.png,null,0,53.37648522,-6.29280333,2014-08-22 18:14.30,2014-08-22 18:14.30,22,08,18,14
20002000,4,N1F630,sample.png,null,1,53.32921742,-6.34241492,2014-06-08 05:05.30,2014-06-08 05:05.30,08,06,05,05
10001000,5,N1F640,sample.png,null,1,53.368069,-6.27238623,2014-08-11 03:31.30,2014-08-11 03:31.30,11,08,03,31
20002000,6,N1F650,sample.png,null,0,53.35651065,-6.27647378,2014-01-20 15:22.30,2014-01-20 15:22.30,20,01,15,22
10001000,1,N1F600,sample.png,null,0,53.32336675,-6.29540887,2014-11-09 11:58.30,2014-11-09 11:58.30,09,11,11,58
20002000,2,N1F610,sample.png,null,1,53.31984855,-6.29106134,2014-04-25 14:27.30,2014-04-25 14:27.30,25,04,14,27
